,0,1
543,"And as cards becomes a bigger of your business mix, that should obviously help your overall ROA, in that 90 to 100 kind of drive that up?","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.4019}"
544,"So in the Global Consumer business, you've had some revenue challenges as you've run off some businesses and the mortgage spaces had its ups and downs. What are some of the growth drivers you see for the Global Consumer business outside of card?","{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.4404}"
545,"So in – yeah, in the U.S., it seems like you got the big deposit base and maybe growing on the wealth management, the Citigold part of the strategy…","{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.835}"
546,"Yeah. And in Mexico, you've got very strong market shares, and I think it's more about efficiency in operating leverage there and maybe getting more revolve?","{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.876}"
547,"So moving over to the institutional side, how are you feeling about your strategic repositioning in the investment bank and the overall ICG Group? [ph] Do you have (29:52) any gaps that you're currently filling?","{'neg': 0.0, 'neu': 0.948, 'pos': 0.052, 'compound': 0.2168}"
548,And where do you stand technology-wise? What did you say your IT priorities are in ICG?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
549,"And just a one-off question on the international front. Investors often seem confused about whether or not Citi is an EM stock. What are the differentiating characteristics of your emerging market exposure business, and anything that you think folks might not appreciate that you want to point out?","{'neg': 0.091, 'neu': 0.883, 'pos': 0.026, 'compound': -0.5037}"
550,"That's helpful. [ph] So there's a (35:13) couple questions coming from the audience. Obviously, CCAR is a big topic, and as we said, we can't get too specific. But maybe just some broad strokes about what factors were you balancing as you made your submission this year? You kind of talked about you generate, on an annual basis, $15 billion to $18 billion of capital per year and ultimately [ph] want to feel (35:32) the return, at least what you generate. So, how do you go into a process and what factors are you kind of juggling as you grow in this year?","{'neg': 0.0, 'neu': 0.964, 'pos': 0.036, 'compound': 0.4039}"
551,"So getting that denominator fixed is really important and dividends were also important in terms of the messaging and also giving something to investors while they wait. How do you guys, as with the Board and management team, discusses the mix kind of balanced dividend and in buybacks?","{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.6794}"
552,"So, a lot of questions have come up this week on the topic of potential regulatory rollback. And what's your – how do you take the temperature of the folks in DC and their interests and understanding what's been effective regulation where things may have been overdone, and what kind of hopes do you have to maybe see things reassessed on certain fronts, and what would you recommend they look at?","{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.8809}"
553,"And there's been some talk about a modern Glass-Steagall that's been thrown out. I think that the folks in DC are struggling to define what that might mean. You haven't been asked to defend your business model lately by anyone in that realm, have you given a sense of what modern Glass-Steagall might mean or...","{'neg': 0.052, 'neu': 0.948, 'pos': 0.0, 'compound': -0.4215}"
554,"Yeah. Couple of questions on the card one here. Given your [ph] smallest scale at (42:50) U.S. consumer branch banking versus some of the large U.S. competitors, will you be able to afford the technology required to transform delivery mobile and digital and match the offerings of some of the banks that have a bigger physical presence?","{'neg': 0.0, 'neu': 0.962, 'pos': 0.038, 'compound': 0.296}"
555,"Here's a question, I know you get this one on occasion, about trapped value. If Banamex is a valuable franchise, which it looks like, and could be IPO-ed or sold for 1.5 times book, and you could buy back the stock, is there a point when you'd consider something like that in trying to unlock value that might be trapped in a conglomerate?","{'neg': 0.096, 'neu': 0.721, 'pos': 0.182, 'compound': 0.6249}"
556,"And last question has come up in the – one of the cards or two as well, and I've asked you this before. The stocks underperformed the past 12 months, still trades below tangible quote value. What is it that you think investors need to see, what do you think the main drivers of that valuation gap to peers is? And how do you see that playing out in the next few years?","{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.6868}"
557,"So David, maybe following-up on a couple of your opening comments, talking about going out and meeting with clients, with Harvey. Obviously, you've been doing that, that's what you enjoy and what you're good at.We are in this environment where revenue has been relatively flat the last couple of years, some regulatory drag, kind of sluggish economy. But just – what are some of the initiatives that you do have underway on the revenue side?","{'neg': 0.043, 'neu': 0.904, 'pos': 0.053, 'compound': 0.1901}"
558,"And drilling into some of the businesses individually, you started talking about the [ph] markets (10:46) business and some of the difference in the customer mix there, and obviously a lot of focus back in April on the first quarter fixed income trading results which were a little weak, disappointing, I think, versus expectations. I think you've spent a lot of time explaining that. I would also point out to everybody else, like, it came after our fourth quarter that was really, really good where you are the leader, if not, close to it. So, it does tend to ebb and flow. But maybe just talk about, as you've seen, kind of on a global basis, we've seen peers come out of the first quarter, how you think you stack up and anything else that you want to add to kind of put the 1Q behind you and......and look forward?","{'neg': 0.026, 'neu': 0.938, 'pos': 0.037, 'compound': 0.1708}"
559,"So, I was going to wait a few questions to ask you about the second quarter. But since you brought it up, we've had a commentary earlier today, JPMorgan talked about overall sales and trading being down about 15% year-over-year. Bank of America talked about it being down, 10% to 12%, I think, was the commentary there. We still have a month. For some, June last year was obviously quite strong for some, just if you want to provide any more detailed commentary since you first brought up 2Q.","{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.7461}"
560,"And looking out more medium-term as we think about catalysts out there, I mean, you've talked about some of the company-specific efforts, specifically about the macro drivers. You've got supposedly Fed taper or winding down of the balance sheet, maybe the end of this year, you might have two hikes between now and then. It feels like the curve could keep flattening, of course, until it doesn't. But just what are your thoughts about the kind of fixed income trading business overall in the light of this clearly changing monetary policy...in the U.S. and maybe even [ph] overseas (15:08) next year then?","{'neg': 0.0, 'neu': 0.943, 'pos': 0.057, 'compound': 0.7129}"
561,"It's interesting. If I look over the last several years for your firm, and I'm going to take out 2009 where fixed income was amazingly strong, recovered from 2008, but I think you had $14 billion of FICC revenue in 2010, about $7 billion more recently. It has cyclical pressures, secular pressures.Some would argue both could be going the other way if we look out the next few years, and it's hard to predict, it's not impossible to predict, but at the same time, you're thinking about staffing and capital and resource allocation. Just how do you think about this kind of three- to five-year FICC wallet or however you want to frame it?","{'neg': 0.064, 'neu': 0.889, 'pos': 0.047, 'compound': -0.4684}"
562,"And switching to the equity side of the markets business. I think it's been a little frustrating just for the environment overall where equity levels near all-time highs. Obviously, the Investment Management side is under pressure for the industry as a whole, Fixed as well. There's always kind of different excuses. But normally, the markets are at high levels, the business usually has done better. But talk about the business overall, and then specifically to you guys, I think you've been building out some of your quant capabilities, I assume the science background is part of all that, at play here. But that seems like a unique opportunity for you that others may not have right now.","{'neg': 0.028, 'neu': 0.847, 'pos': 0.126, 'compound': 0.9193}"
563,"So really from expansion of the quant opportunity is or the quant business is an opportunity on the equity trading side. On the investment management side, it's one of the drivers, I think, of pressure for the industry there. What's your view on the active management within the investment management space and then specifically Goldman Sachs Investment Management? You talked about the strong flows, but the backdrop for the industry is quite tough right now.","{'neg': 0.048, 'neu': 0.854, 'pos': 0.098, 'compound': 0.4607}"
564,"Segueing into the Investment Bank and maybe starting on M&A, we had a couple of years of very strong M&A, maybe up until two years ago. Last year was still okay, but we've had a slowdown, clearly, with some uncertainty from a political point of view, not just in the U.S. but maybe globally. You hear a tax policy being a big issue, which I'm sure for global corporates, and big corporates, it's really an issue. But what's your outlook on M&A, despite all this uncertainty right now?","{'neg': 0.066, 'neu': 0.824, 'pos': 0.11, 'compound': 0.4672}"
565,"And I do wonder if it's one of those businesses that whether you get reformed or you don't get reformed, eventually people will go back to doing deals and trying to grow their company.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
566,"And maybe covering the issuance side of the businesses in DCM, very strong 1Q for the industry, a lot of emerging market issuance, good high-yield issuance. It seems like it's slowed this quarter, [ph] debate is (26:17) it just some pull-forward that we had in 1Q. But, obviously, DCM ties into M&A to some extent and ties into confidence in terms of building plans. But what are your thoughts on the DCM environment? And I think you had a comment in the past month that you felt like your leverage finance book was under risked or you didn't have as much risk as you felt like you could take. And you don't hear banks talk that much about, we have less risk than we want in what's viewed as a risky area. So maybe elaborate on that, so the DCM environment overall and then the leverage finance book.","{'neg': 0.061, 'neu': 0.825, 'pos': 0.114, 'compound': 0.8199}"
567,"And just at a high level, as we think about, I guess, the markets business, the Investment Bank, and then senior management overall, there have been some high-level departures that have been covered in the media. Just any comment on that.Has it impacted the client relationships or momentum inside, or anything that you want to comment on that? I mean, some of the departures had actually been for good reason, obviously, taking on very big roles, but just comment on the...","{'neg': 0.0, 'neu': 0.961, 'pos': 0.039, 'compound': 0.2732}"
568,"So before I open up the audience for questions here, I do want to want cover a regulation. And, clearly, coming out of the election, people have viewed Goldman Sachs as well positioned for just a softer regulatory environment without even knowing what that really meant. And I'm not sure we know what it means right now, but just as you think about maybe softening around the edges, like a full repeal of Volcker, not a full end of CCAR, but maybe softening around the edges, what can it mean to Goldman from a business point of view and then from just more financial capital expense conceptually?","{'neg': 0.014, 'neu': 0.9, 'pos': 0.086, 'compound': 0.6672}"
569,"And I think there's a view out there, there's things that you can't do because of Volcker that maybe if it was softened that there's more positioning that you could do than you do now. But I also wonder if you just get more activity if it's a less onerous regulatory environment for the industry overall. So, instead of kind of doing things that you're not doing now, you're just doing more of what you're doing.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
570,"I still have a lot of questions though, but – well, I'll keep going. If you have a question, just put your hand up and we'll get you a mic. You talked about the build out in the consumer bank and you said in a few years, you hope that it'd be significant to revenue, significant to pre-tax earnings. So obviously, the question is like what does significant mean?","{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.962}"
571,"And I think when you initially launched Marcus it was almost by invitation only in terms of…So just walk through like a thought process like it was very limited at first. I think you opened it up more recently, which I assume could really cause the book to grow quite quickly.","{'neg': 0.042, 'neu': 0.832, 'pos': 0.126, 'compound': 0.5118}"
572,"On the other side of the balance sheet, you bought obviously GE's deposit base last year. When you bought it, there might not have been much value in the deposit base given where rates are. But we're starting to see kind of this breakeven with rates going up, deposits starting to be a little valuable. The outlook would suggest even more valuable, can help replace some of your wholesale funding over time as well. What's the strategy and the hope on the deposit side?","{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.9616}"
573,"On the expense side, I think I asked a question on the call that your comp ratio came down a little bit in the first quarter. It's been very sticky, I think, at 42% in the first half of the year over the last several years. And I didn't know if you're trying to signal something there. You obviously have had cost programs underway, but the fact that the comp rate came down and maybe a revenue quarter that wasn't what you had hoped, it was something that I noticed and I think other people noticed as well.","{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.7227}"
574,"And you mentioned earlier the operating leverage is built in the models, specifically to fixed income trading. Obviously, each business is different. I assume fixed income trading, real nice operating leverage and revenue picks up. Investment Banking, maybe a little less so. But just talk about if we get kind of a general lift in revenues across the firm, what that would mean to the operating leverage and improving operating leverage as well.","{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.8047}"
575,"We've been looking at this industry for a long time and I wonder what your view is on the payoff of investment spending now versus in decades past? And I guess what I'm getting out is, like, you're obviously one of the winners of consolidation and it gives you scale and it makes your customers harder to poach. But there have been other winners in the consolidation. And 20 years ago you were trying to blast customers out of companies like United Bank of Colorado and Barnett Banks and First Wisconsin and Security Pacific. And now everywhere you turn, you're bouncing into JPMorgan, BofA and U.S. Bank. And is the return on investment the same? And how do you move market share without either getting into concessionary pricing or the kind of adverse selection that we've seen in the credit card wars?","{'neg': 0.053, 'neu': 0.795, 'pos': 0.152, 'compound': 0.9343}"
576,"Just following up really on Chris' question, what then do you consider to be and how do you think about a sustainable revenue growth rate for the company? And going back, I'm sure I misinterpreted some of John's hypothetical as the forecast 1% growth rate for next year, which I think is hopefully not the case, but do we start with GDP growth as the baseline for what you should be measured against and then add to that market share gains?","{'neg': 0.019, 'neu': 0.792, 'pos': 0.19, 'compound': 0.9203}"
577,"Thanks. Eric Wasserstrom with Guggenheim. I have a few questions, please. First, John, I just wanted to probe on the incremental cost cuts that you've announced earlier today. Intuitively, it seems like a couple of the areas where they were derived from would be the continued rationalization of the branch structure and the third-party cost, but if I understood some of your comments earlier, it looks like a lot of the third-party costs are not necessarily related to the project expense that's going on right now? And on the branch stuff, it seems like 450 branches equates to approximately $170 million of savings that's about $400,000 of savings a branch, multiplied by a thousand branches, it's not that much money. So can you just help us understand where these savings are actually deriving from?","{'neg': 0.012, 'neu': 0.873, 'pos': 0.116, 'compound': 0.9211}"
578,"My second question is and I recognize this is a sensitive topic, but I'm sure everyone in this room read the Independent Directors report, and many of those issues that seems to from what we've seen from other institutions' experience, who have gone through similar kinds of things, touch on items that might be part of the [indiscernible] (06:26:22) qualitative components for CCAR, right, particularly as it relates to board oversight, transparency of information that the board would review and given what we've seen with respect to your CRA rating, given what we've seen with respect to the living will, how confident are you about passing the qualitative component of CCAR in this cycle?","{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.9481}"
579,"Two questions. Let me start the first one. So given the – following up on Susan's question on the revenue growth, so what does that mean for expense growth, especially given that you're spending so much on technology, and you got all this management information systems that you've been trying to give a ramp up since the scandal and given the board report, can you give us some sense of if you can do – if revenue growth is GDP plus, what's the expense growth?","{'neg': 0.032, 'neu': 0.853, 'pos': 0.115, 'compound': 0.7579}"
580,"Okay. So then let me take the next question. Given the $2 billion cost savings you're talking about the one that suppose you're dropped to the bottom line, that's almost 2% of revenue, so why no change in the efficiency ratio guidance?","{'neg': 0.054, 'neu': 0.85, 'pos': 0.096, 'compound': 0.2315}"
581,"Just one of the items that came up particularly in the consumer-oriented presentations was just the notion of speed and efficiency and delivery. Just as you go through those and kind of transform the way, whether it's opening accounts or providing credit, what's the extent to which that stresses your underwriting and things like compliance in a regulated industry, how does that all come into the fold as well?","{'neg': 0.04, 'neu': 0.832, 'pos': 0.128, 'compound': 0.6908}"
582,"Okay. Perfect. Thank you. And then, John, I was hoping you could spend just a quick second sort of discussing the – and I feel like it was tampered just a little from previously mid-single digit down now to low- to mid-single digit. Just curious what, if anything, changed?","{'neg': 0.038, 'neu': 0.675, 'pos': 0.286, 'compound': 0.9118}"
583,"I just have a question on the consumer loan exposure that you have, and I'm wondering was everything that you've been talking about with the technology that we're going to see soon in the next panel. Could you give us a sense as to, does it increase – does it give you the opportunity to increase your risk appetite, do you think that the technology advances that you're making is going to drive you higher in the consumer profile, that you're attacking. Just want to understand how your risk profile likely to change over the course of the next three years to five years with everything you are doing?","{'neg': 0.063, 'neu': 0.86, 'pos': 0.076, 'compound': 0.128}"
584,"Hi. Two questions. First, I'll start off with sort of a broader sort of open-ended question on technology and disruption in the opportunities that it provides, as you think – look across all your businesses and what you do, and what banks do provide credit, store value, facilitate transactions, everything that manage risk, whatever it is.When you think about technology in fintech and digital disruption, where do you think there is the biggest risk of disruption and technology sort of getting in between you and your clients, and where do you think there is a biggest opportunity in terms of investing and partnering with technology providers?","{'neg': 0.101, 'neu': 0.81, 'pos': 0.09, 'compound': -0.0772}"
585,"A follow-up with the more mundane question or challenge John a little bit on his answer to Scott and for the NII guidance. If I look at your first quarter NII and I straight line it, you are at 3% to 4% in NII growth and if I look at if you grow that 1% per quarter, you got 5.5% to 6%. Given everything you said, I get the trend, but does it seem fairly conservative that the guidance when you look at where you started the year.","{'neg': 0.0, 'neu': 0.947, 'pos': 0.053, 'compound': 0.34}"
586,"Just on the mortgage side, I was wondering, how you guys think about the opportunity for you, longer term if you get, some regulatory changes and including maybe changes that allow you to box the rep and warranty risk and anything else you guys are following?Is it worth mentioning, private label?","{'neg': 0.038, 'neu': 0.835, 'pos': 0.126, 'compound': 0.594}"
587,"Marty Mosby. Tim, if we say we're going to move forward and we got this crisis load behind us, we have to now start to think about growing again. First lot of result today was kind of a straight line for the last three years which was – not the [ph] MO (06:47:37) you had when you had the CFO role and you had 27 straight quarters of sequential growth. Those are...So, when you get there, what are the things that now is concluding that we can say, thank goodness, we're not going to have that headwind or a couple of headwinds that you've got through, and what are all the things that you have to accomplish in the next three years to get this back going north again. So, that's my question.","{'neg': 0.034, 'neu': 0.855, 'pos': 0.111, 'compound': 0.7869}"
588,"Which area of lending do you believe has the most potential for a negative credit event when this benign cycle ends; credit card, auto, commercial? Any examples?Credit cards or others?","{'neg': 0.106, 'neu': 0.67, 'pos': 0.224, 'compound': 0.5269}"
589,"Firstly the complexity of your organization. I mean today I feel like you're different people targeting different types of business, now you're from Asset Management, from Community Banking, from – lots of variety of investment banking. Now, is the bank becoming more and more complicated and how should we look at the complexity of the company. The first question.","{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.6124}"
590,"Secondly, the balance sheet, I know there weren't important aspects, as John mentioned that almost a third of your balance sheet is actually liquidated. How should we look that – given especially amount of -- lots of money – it's taking up [indiscernible] (06:55:24) making much money now. Is it a good thing or bad thing?","{'neg': 0.091, 'neu': 0.857, 'pos': 0.052, 'compound': -0.2942}"
591,"Tim and Avid, I was just hoping that you could comment a little bit more the follow up on your prior comments on the cards and payment side. As we think about your aspirations, in cards and payments, haven't heard you guys explicitly talk about the migration of payments from the physical point of sale to e-commerce and the opportunity that that presents.To what extent is – how much strategic importance is there to you guys and partnering with players like PayPal, who have 200 million active customer accounts or have a digital solution at scale, and that could potentially help you guys capture share in that migration from physical point of sale to digital?","{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.9623}"
592,"So where are you in the whole technology spectrum, I mean, do you think your investments are peaked meaning you obviously have a lot to do, but the spending, the dollar amounts are still growing, or this is sort of a steady state? And what is the amount – how much are you spending on technology each year, is that $2 billion, $3 billion, $5 billion I mean, we have no sense of what is it?","{'neg': 0.043, 'neu': 0.93, 'pos': 0.028, 'compound': -0.2755}"
593,"Two and through. That's right. Okay. Trading revenues. Volatility is still low, volumes are down, headwinds to what looks like equities and fixed, but maybe you can give us a sense as to what you're seeing at Citi since we're only two weeks left?","{'neg': 0.035, 'neu': 0.894, 'pos': 0.072, 'compound': 0.1655}"
594,FICC versus equity?And that's actually a little bit better than some of the numbers we've heard from others.,"{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.3862}"
595,"What about some of the other targets that you have out there? Your RoTCE target that you've got? And you've got an interim RoTCE target of about 10%, I think, ex-DTA. Right. And then including DTA for the year after. Could you talk through what some of those drivers are? And as you do that, some of the expense guidance you've just given us as well. Remind us for the second half of this year.","{'neg': 0.0, 'neu': 0.965, 'pos': 0.035, 'compound': 0.3899}"
596,"So just drilling in a little bit to the capital management piece of that question. I think you've mentioned in the past that your plan is returning $15 billion to $18 billion this year.Right, okay. So over time, $15 billion to $18 billion?","{'neg': 0.0, 'neu': 0.955, 'pos': 0.045, 'compound': 0.2263}"
597,Right. Because your goal of going from 10% RoTCE ex-DTA to 10% including DTA I would think comes with an expectation that you should be able to pay out more than 100% of earnings.,"{'neg': 0.042, 'neu': 0.958, 'pos': 0.0, 'compound': -0.1027}"
598,"Right. And then the expense ratio discussion that we had briefly, 58%, but for the full year, right? That means you've got a nice pick-up in the second half of the year of operating efficiency?","{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.8079}"
599,And that's primarily a function of the Consumer side of the business with revenues in the card space or maybe you could drill into [ph] its drivers (11:46)?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
600,"Okay. One of the questions I get a lot on expense improvement opportunities for Citi has to do with risk controls, compliance, regulatory, and I think you've been very clear about the fact that your compliance staff has almost doubled pre-crisis to now. How do you think about that? Do you feel like there's opportunities to continue to run the business with a lighter head count touch as you automate or is that really not part of the picture?And that will play out over...?","{'neg': 0.023, 'neu': 0.778, 'pos': 0.199, 'compound': 0.9364}"
601,Okay. What about the LCR? Just talking about a different form of regulatory rules that you're well in excess of meeting. Just wanted to understand is there an opportunity here to optimize and could you talk about how you think the LCR will traject as the Fed shrinks their balance sheet?,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.8541}"
602,"So it looks like you're not as invested in the agency piece of the opportunity set as maybe you could be? The rule is agency holdings have to be capped at about 40%, I think, it is of total HBLA, and it looks like you're a little low there. So…","{'neg': 0.033, 'neu': 0.813, 'pos': 0.154, 'compound': 0.7594}"
603,"Yeah. I got it, okay. Just talk a little bit about the long end of the curve. There's been a pullback here recently. Is that something that we're going to see in the quarter on NIM or revenues?","{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.4767}"
604,"Okay. I'll pause and see if there's any questions in the room. And if you do have a question, just raise your hand and we'll call on you. A couple of other questions here. On card, one of the major tenets of, obviously, the organization's growth driver that we're looking for especially in the back half of this year and into 2018. Could you just tell us how you are managing the tension there around new product and the need to be competitive? We've got reward offerings that are obviously a little bit more expensive than they have been in the past versus the rate side of the equation with cards.","{'neg': 0.02, 'neu': 0.869, 'pos': 0.112, 'compound': 0.8689}"
605,"When you say some others have been going places you're not interested in going, is that a reflection of what happened with Hilton, for example?","{'neg': 0.089, 'neu': 0.911, 'pos': 0.0, 'compound': -0.3089}"
606,Okay. And what about just on the FICO credit quality? Can you give us an update there because it does look like the industry's mix shifted a bit lower in the FICO bands. What about Citigroup?,"{'neg': 0.054, 'neu': 0.764, 'pos': 0.181, 'compound': 0.6322}"
607,And what about on the retail partner card side? And is that an area you're interested in reinvesting or just supporting what you have?,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.7149}"
608,And are there things you can do to help your retailers that you're partnering with right now today?,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.4019}"
609,"And so when we hear that, sometimes people will jump to the conclusion of, okay, that must be going deeper into the credit side of the perspective. But what else is in there?","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.3071}"
610,"And what happens when a retailer gets into some trouble? What are you – like, restructuring or something like that? What would you do in those situations?","{'neg': 0.089, 'neu': 0.728, 'pos': 0.183, 'compound': 0.4291}"
611,"Okay. Let's turn to institutional. SLR ratio is best-in-class, right? Highest in class. 7.3%, I think? 7.4%. How do you utilize that in the business? What opportunity sets do you have that you're going after?","{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.6868}"
612,And what if they take cash and treasuries out of the denominator of the SLR?,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.2263}"
613,There is a push amongst a bunch of guys including Giancarlo of the CFTC and Jeb Hensarling for more market liquidity. Do you think that more supply would help or do you feel like that the demand is there to...?,"{'neg': 0.036, 'neu': 0.834, 'pos': 0.13, 'compound': 0.6077}"
614,"It's exciting. Right, I know. You needed something for the beach time, right? Last question from me is on just the TSS business. You've seen really strong growth there. Part of the question is how much of that is what's going on in the rates environment? How much of that is going on with increased functionality that you're offering? And then I wanted to just ask a question about could blockchain upset that whole applecart.","{'neg': 0.032, 'neu': 0.818, 'pos': 0.15, 'compound': 0.8661}"
615,Should we see revenue growth accelerate then with rates rising?,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.3818}"
616,Well the question is on blockchain and what that could be as a disruptor potentially.,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.2732}"
617,"Okay. And that's something that you would be looking to leverage throughout your system, you think?","{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.2263}"
618,"Yes. Happy to have everybody here. There are a couple of disclosures I just have to let people know. They're on Morgan Stanley's website, so you can see that at morganstanley.com/researchdisclosures.So, Gordon, CCB is by far the largest business within JPM Chase and generates $45 billion of revenues, last we checked, 45% of the total firm. Net income is $10 billion and it's about 40% of the total firm. And you have a large market share in many of the consumer businesses you're engaged in. Based on our numbers, 22% is general purpose credit cards; 17% of card loans; 12% of jumbo mortgages; 4% to 5% of auto.That's at least the numbers that we've got there. And I guess the question is, how do you think about trying to drive growth when you have such a large market share in these various asset classes?","{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.9595}"
619,How much of your card growth is coming from opening up of the credit box versus deepening the relationships that you have with your current clients versus getting new clients that are within the mix that you're looking for?,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.6369}"
620,"Well, you had an interesting slide in Investor Day where you highlighted the different vintages that you've underwritten, sort of older 10, 11 vintages versus more recent vintages.And I guess the question is, why did you decide to take that step…to move the credit a little bit?I think from 700 to 680, right?","{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.7757}"
621,"And then as you did go down a little bit......you have had some net charge-off expansion as a function. How do you see that coming through the numbers over the next several quarters or years? I mean, are we at the beginning of this expansion phase in NCOs or towards the back-end?And Card right now tracking in line…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
622,"So last question on credit card credit, are you saying that that loss migration is more about your asset mix shift and the risk you've decided to take as opposed to a cycle in the consumer?","{'neg': 0.104, 'neu': 0.708, 'pos': 0.188, 'compound': 0.552}"
623,"Look, JPM Chase, you put out a really aggressive Sapphire Reserve card last year which just flew off the shelves maybe a little bit even more than you thought it would.Can you give us a sense as to how that kind of value proposition works for you, and the ROE that you're looking to generate?","{'neg': 0.035, 'neu': 0.926, 'pos': 0.039, 'compound': 0.0552}"
624,"When you think about card acquisition, customer acquisition, you've got Sapphire reward type of very attractive incentives to bring people onboard. You also have co-brands, you also have – what I would argue is something like a private label space kind of. How do you – do you find that it's more attractive to acquire customers in any one of these channels or all three are important?","{'neg': 0.032, 'neu': 0.743, 'pos': 0.225, 'compound': 0.9269}"
625,"So for the co-brand, you mentioned I think at Investor Day that you've got 80% of your co-brand re-signed up for the next five to seven years or so. I mean that's my guess of what long-term means in that co-brand space. How do you think about the remaining 20%?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
626,"And what about on the private label space? Now, I know you don't do private label, but when I look at the Amazon Prime card, to me it's blurring the line between a co-brand and a private label and…...and part of the reason I say that is, on our side, we don't see the economics, we don't know how that's working out but you are closed loop. So...","{'neg': 0.0, 'neu': 0.968, 'pos': 0.032, 'compound': 0.2617}"
627,"Question on Card Services revenue rate. I think the medium term expectation there is 11.25% and you're running at about 10%, a little over 10% right now. What are going to be the key drivers to get that back up?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
628,"So, some of the monoline credit card companies have mentioned that they're tightening up their underwriting recently. Are you guys tightening anything, and if so can you just give any examples?","{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.3818}"
629,"Gordon, can we talk a little bit about the payment space, in particular give us an update on how the closed loop is helping you win new merchant-acquiring relationships? That would be helpful to understand. ","{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.8316}"
630,"And also, what the rationale is for the MCX acquisition that you did recently?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
631,Zelle is supposedly getting launched this week. Are you launching it?,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
632,What do you think you're going to be able to leverage that [Zelle] into?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
633,What about expanding that from consumer. Is there any expectation that you would move to small business or B2B with Zelle?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
634,"So with this – with Zelle and with your nationwide brand that you have around many of the other products you have, are you going to be able to expand your retail footprint into areas where you don't have branches today?","{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.3182}"
635,"Okay. The regulatory things you need for the states you're not currently in, same as what you would need to do if you wanted to actually start with a old-fashioned way with a branch?Okay. All right. And then the value of branches in this new world, you knew I was going to ask that.","{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.5106}"
636,"Okay. All right. And when you're going after new clients in markets that you're not involved in already, I mean, I'm sure you can do it the way you've been doing it with Card for a while. But is there anything unique that you can do now given big data, analytics, AI, all that that kind of buzz word that leads you to be even more efficient in trying to bring in new customers?","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.7383}"
